MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2,2,2,1.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/2/2021,11:07,ES0821B0118,RD22,1,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,278,556,0.8,0.8,0.8,c,BSA.YOLO-16,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/2/2021,11:07,ES0821B0118,RD22,1,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1709,cf. Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,2,60,4,,,f,BSA.YOLO-16,AB,,cylinder,12.57,,,,,,,,,,Length,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2021,10:05,ES0921B0188,RMB,1,59,5,8.47%,0.0683,314.159,0.8879,13,70.76,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,9.3,,,i,BSA.YOLO-17,CB,High sediment and detritus.,elliptic prism,51.35,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2021,10:05,ES0921B0188,RMB,1,59,5,8.47%,0.0683,314.159,0.8879,13,70.76,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,30,30,20.4,,,i,BSA.YOLO-17,CB,High sediment and detritus.,cylinder,191.39,,,,,,,,,,Length,17.8,20.4,16.7,14.8,18.5,18.5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2021,10:05,ES0921B0188,RMB,1,59,5,8.47%,0.0683,314.159,0.8879,13,70.76,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,18.5,,,i,BSA.YOLO-17,CB,High sediment and detritus.,elliptic prism,887.05,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2021,10:05,ES0921B0188,RMB,1,59,5,8.47%,0.0683,314.159,0.8879,13,70.76,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,21,21,16.7,,,i,BSA.YOLO-17,CB,High sediment and detritus.,cylinder,267.61,,,,,,,,,,Length,4.4,2.8,3.7,3.7,8.3,3.7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.8,5.6,7.4,7.4,16.7,7.1,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2021,10:05,ES0921B0188,RMB,1,59,5,8.47%,0.0683,314.159,0.8879,13,70.76,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,25.9,,,i,BSA.YOLO-17,CB,High sediment and detritus.,elliptic prism,870.22,,,,,,,,,,Length,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2021,10:05,ES0921B0188,RMB,1,59,5,8.47%,0.0683,314.159,0.8879,13,70.76,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,3,3,24.1,,,i,BSA.YOLO-17,CB,High sediment and detritus.,prism on parallelogram,102.17,,,,,,,,,,Length,21.6,22.2,18.5,24.1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.3,3.7,3.7,5.6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.2,1.9,1.9,2.8,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2021,10:05,ES0921B0188,RMB,1,59,5,8.47%,0.0683,314.159,0.8879,13,70.76,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,346,692,0.8,0.8,0.8,c,BSA.YOLO-17,CB,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/13/2021,10:05,ES0921B0188,RMB,1,59,5,8.47%,0.0683,314.159,0.8879,13,70.76,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,14,2,,,f,BSA.YOLO-17,CB,High sediment and detritus.,cylinder,1.57,,,,,,,,,,Length,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
Phyto,10/12/2021,8:14,ES1021B0270,RYI,1,61,5,8.20%,0.0683,314.159,1.9807,29,31.72,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,2,2,17,,,i,BSA.YOLO-18,AB,,elliptic prism,422.23,,,,,,,,,,Length,16,15,17,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.2,9.3,13,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3,3,3,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/12/2021,8:14,ES1021B0270,RYI,1,61,5,8.20%,0.0683,314.159,1.9807,29,31.72,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,7.4,,,i,BSA.YOLO-18,AB,,cylinder,129.03,,,,,,,,,,Length,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,
Phyto,10/12/2021,8:14,ES1021B0270,RYI,1,61,5,8.20%,0.0683,314.159,1.9807,29,31.72,1005,Ulnaria sp.,Diatom,Ulnaria,sp.,,1,1,273.8,,,i,BSA.YOLO-18,AB,,elliptic prism,6365.24,,,,,,,,,,Length,273.8,273.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/12/2021,8:14,ES1021B0270,RYI,1,61,5,8.20%,0.0683,314.159,1.9807,29,31.72,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,1,1,6,,,i,BSA.YOLO-18,AB,,ellipsoid,12.57,,,,,,,,,,Length,6,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/12/2021,8:14,ES1021B0270,RYI,1,61,5,8.20%,0.0683,314.159,1.9807,29,31.72,1324,Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,4,,,i,BSA.YOLO-18,AB,,cone + half sphere,32.25,,,,,,,,,,Length,4,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/12/2021,8:14,ES1021B0270,RYI,1,61,5,8.20%,0.0683,314.159,1.9807,29,31.72,1842,Plagioselmis sp.,Soft Body,Plagioselmis,sp.,,1,1,7.4,,,i,BSA.YOLO-18,AB,,cone + half sphere,159.13,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/12/2021,8:14,ES1021B0270,RYI,1,61,5,8.20%,0.0683,314.159,1.9807,29,31.72,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,796,0.8,0.8,0.8,c,BSA.YOLO-18,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/14/2021,7:51,ES0921B0200,SHR,1,59,7,11.86%,0.0683,314.159,3.415,50,13.14,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,11.1,,,i,BSA.YOLO-19,AB,,elliptic prism,170.87,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,7:51,ES0921B0200,SHR,1,59,7,11.86%,0.0683,314.159,3.415,50,13.14,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.YOLO-19,AB,,cylinder,172.03,,,,,,,,,,Length,4,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,7:51,ES0921B0200,SHR,1,59,7,11.86%,0.0683,314.159,3.415,50,13.14,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,1,22.2,,,i,BSA.YOLO-19,AB,,cymbelloid,155.44,,,,,,,,,,Length,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,7:51,ES0921B0200,SHR,1,59,7,11.86%,0.0683,314.159,3.415,50,13.14,631,Navicula sp.,Diatom,Navicula,sp.,,2,2,16.7,,,i,BSA.YOLO-19,AB,,elliptic prism,384.66,,,,,,,,,,Length,16.1,15.5,16.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.8,9.6,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.9,3.7,4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,7:51,ES0921B0200,SHR,1,59,7,11.86%,0.0683,314.159,3.415,50,13.14,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,37,,,i,BSA.YOLO-19,AB,,prism on parallelogram,180.6,,,,,,,,,,Length,26.5,20.4,37,22,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.7,5,5,4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.9,3.7,3,2,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,7:51,ES0921B0200,SHR,1,59,7,11.86%,0.0683,314.159,3.415,50,13.14,870,Pseudostaurosira sp.,Diatom,Pseudostaurosira,sp.,,3,3,14,,,i,BSA.YOLO-19,AB,,box,122.02,,,,,,,,,,Length,13.7,14,14,13,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.2,5,5,2.5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.7,3,3,2,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,7:51,ES0921B0200,SHR,1,59,7,11.86%,0.0683,314.159,3.415,50,13.14,895,cf. Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,11,,,i,BSA.YOLO-19,AB,,cylinder + 2 half spheres,138.23,,,,,,,,,,Length,11,11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,7:51,ES0921B0200,SHR,1,59,7,11.86%,0.0683,314.159,3.415,50,13.14,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,5,5,3,,,i,BSA.YOLO-19,AB,,sphere,9.2,,,,,,,,,,Length,2.6,2.2,3,3,2,2.7,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,7:51,ES0921B0200,SHR,1,59,7,11.86%,0.0683,314.159,3.415,50,13.14,1820,cf. Schroederia sp.,Soft Body,Schroederia,sp.,,1,1,13.5,,,i,BSA.YOLO-19,AB,,2 cones,28.27,,,,,,,,,,Length,13.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,7:51,ES0921B0200,SHR,1,59,7,11.86%,0.0683,314.159,3.415,50,13.14,1279,Tetraedron sp.,Soft Body,Tetraedron,sp.,,1,1,5.6,,,i,BSA.YOLO-19,AB,,box,175.62,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,7:51,ES0921B0200,SHR,1,59,7,11.86%,0.0683,314.159,3.415,50,13.14,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,9,,,i,BSA.YOLO-19,AB,,cone + half sphere,347.77,,,,,,,,,,Length,9,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,7:51,ES0921B0200,SHR,1,59,7,11.86%,0.0683,314.159,3.415,50,13.14,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,385,770,0.8,0.8,0.8,c,BSA.YOLO-19,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/16/2021,7:37,ES0821B0136,RD22,,60,1,1.67%,0.0697,314.159,2.1607,31,145.4,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,8,8,9.3,,,i,BSA.YOLO-20,BB,Poorly preserved.,cylinder,232.65,,,,,,,,,,Length,4.1,3.7,3.7,4.3,4.3,4.3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.5,7.4,7.4,9.3,9.3,9.3,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2021,7:37,ES0821B0136,RD22,,60,1,1.67%,0.0697,314.159,2.1607,31,145.4,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,401,812,0.8,0.8,0.8,c,BSA.YOLO-20,BB,Poorly preserved.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/16/2021,7:37,ES0821B0136,RD22,,60,1,1.67%,0.0697,314.159,2.1607,31,145.4,1756,Eucapsis sp.,Soft Body,Eucapsis,sp.,,1,8,1.9,,,c,BSA.YOLO-20,BB,Poorly preserved.,sphere,3.59,,,,,,,,,,Length,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/28/2021,11:25,ES0921B0212,STTD,1,61,7,11.48%,0.0683,314.159,1.2977,19,34.58,74,Amphora sp.,Diatom,Amphora,sp.,,1,1,24.1,,,i,BSA.YOLO-21,CB,High sediment and detritus.,cymbelloid,879.99,,,,,,,,,,Length,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/28/2021,11:25,ES0921B0212,STTD,1,61,7,11.48%,0.0683,314.159,1.2977,19,34.58,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,,,i,BSA.YOLO-21,CB,High sediment and detritus.,cylinder,93.59,,,,,,,,,,Length,3.1,2.8,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.2,5.6,7.4,5.6,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/28/2021,11:25,ES0921B0212,STTD,1,61,7,11.48%,0.0683,314.159,1.2977,19,34.58,631,Navicula sp.,Diatom,Navicula,sp.,,2,2,27.8,,,i,BSA.YOLO-21,CB,High sediment and detritus.,elliptic prism,197.56,,,,,,,,,,Length,22.3,27.8,16.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.7,5.6,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.4,2.8,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/28/2021,11:25,ES0921B0212,STTD,1,61,7,11.48%,0.0683,314.159,1.2977,19,34.58,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,48.2,,,i,BSA.YOLO-21,CB,High sediment and detritus.,prism on parallelogram,627.32,,,,,,,,,,Length,48.2,48.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13.7,13.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/28/2021,11:25,ES0921B0212,STTD,1,61,7,11.48%,0.0683,314.159,1.2977,19,34.58,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,393,786,0.8,0.8,0.8,c,BSA.YOLO-21,CB,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/28/2021,11:25,ES0921B0212,STTD,1,61,7,11.48%,0.0683,314.159,1.2977,19,34.58,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,34,2,,,i,BSA.YOLO-21,CB,High sediment and detritus.,cylinder,1.57,,,,,,,,,,Length,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
Phyto,10/11/2021,8:40,ES1021B0264,I80,1,60,6,10.00%,0.0683,314.159,1.4343,21,36.51,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,9.3,,,i,BSA.YOLO-22,AB,,cylinder,249.38,,,,,,,,,,Length,4.5,5,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.4,9.3,7.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/11/2021,8:40,ES1021B0264,I80,1,60,6,10.00%,0.0683,314.159,1.4343,21,36.51,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,54.1,,,i,BSA.YOLO-22,AB,,prism on parallelogram,145.41,,,,,,,,,,Length,39.3,24.5,54.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.5,3.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/11/2021,8:40,ES1021B0264,I80,1,60,6,10.00%,0.0683,314.159,1.4343,21,36.51,870,Pseudostaurosira sp.,Diatom,Pseudostaurosira,sp.,,2,2,20.4,,,i,BSA.YOLO-22,AB,,box,384.53,,,,,,,,,,Length,20.4,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6,6,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4,4,4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/11/2021,8:40,ES1021B0264,I80,1,60,6,10.00%,0.0683,314.159,1.4343,21,36.51,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,8,8,3.2,,,i,BSA.YOLO-22,AB,,sphere,10.31,,,,,,,,,,Length,2.7,3.2,3,2,3,2.2,,,,,,,,,,,,,,,,,,,,
Phyto,10/11/2021,8:40,ES1021B0264,I80,1,60,6,10.00%,0.0683,314.159,1.4343,21,36.51,1085,cf. Dictyosphaerium sp.,Soft Body,Dictyosphaerium,sp.,,1,8,4,,,i,BSA.YOLO-22,AB,,sphere,33.51,,,,,,,,,,Length,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,
Phyto,10/11/2021,8:40,ES1021B0264,I80,1,60,6,10.00%,0.0683,314.159,1.4343,21,36.51,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,2,2,13,,,i,BSA.YOLO-22,AB,,2 cones,13.19,,,,,,,,,,Length,11.2,9.3,13,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/11/2021,8:40,ES1021B0264,I80,1,60,6,10.00%,0.0683,314.159,1.4343,21,36.51,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,2,2,4,,,i,BSA.YOLO-22,AB,,2 cones,6.62,,,,,,,,,,Length,3.9,3.7,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.8,1.5,2,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/11/2021,8:40,ES1021B0264,I80,1,60,6,10.00%,0.0683,314.159,1.4343,21,36.51,1324,Ochromonas sp.,Soft Body,Ochromonas,sp.,,5,5,4,,,i,BSA.YOLO-22,AB,,cone + half sphere,27.97,,,,,,,,,,Length,3.8,3.7,3.5,4,3.7,4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.6,3.5,3.5,3.7,3.5,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,10/11/2021,8:40,ES1021B0264,I80,1,60,6,10.00%,0.0683,314.159,1.4343,21,36.51,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,386,772,0.8,0.8,0.8,c,BSA.YOLO-22,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
