MethodCode,SampleDate,SampleTime,StationCode,Depth_m,Volume-Received_mL,Volume_Analyzed_mL,Percent_of_Sample_Counted,Field-of-view_mm²,Slide_Chamber_Area_mm²,Area_Counted,Number_of_Fields_Counted,Factor,BSA_TIN,Taxon,Diatom_SoftBody,Genus,Species,Synonym,Unit_Abundance,Number_of_cells_per_unit,GALD1,GALD2,GALD3,Colony_Filament_Individual_Group_Code,BSA#,Taxonomist,Comments,Shape,Biovolume1,Biovolume2,Biovolume3,Biovolume4,Biovolume5,Biovolume6,Biovolume7,Biovolume8,Biovolume9,Biovolume10,Dimension,Measurement_average,Measurement1,Measurement2,Measurement3,Measurement4,Measurement5,Measurement6,Measurement7,Measurement8,Measurement9,Measurement10,Measurement11,Measurement12,Measurement13,Measurement14,Measurement15,Measurement16,Measurement17,Measurement18,Measurement19,Measurement20,Measurement21,Measurement22,Measurement23,Measurement24,Measurement25
Phyto,7/27/2020,9:00,RVB,,58.0,3,5.17%,0.0683,314.159,2.049,30,51.11,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,394,788,0.8,0.8,0.8,c,BSA.YOLO-32,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/27/2020,9:56,RYI,,58.0,3,5.17%,0.0683,314.159,1.8441,27,56.79,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,10.3,,,i,BSA.YOLO-15,CT,Moderate sediment and detritus.,cylinder,225.31,,,,,,,,,,Length,5.1,7.4,3.7,5.6,3.7,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,9:56,RYI,,58.0,3,5.17%,0.0683,314.159,1.8441,27,56.79,397,Fragilaria sp.,Diatom,Fragilaria,sp.,,1,1,46.3,,,i,BSA.YOLO-15,CT,Moderate sediment and detritus.,elliptic prism,376.73,,,,,,,,,,Length,46.3,46.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,9:56,RYI,,58.0,3,5.17%,0.0683,314.159,1.8441,27,56.79,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,2.2,,,i,BSA.YOLO-15,CT,Moderate sediment and detritus.,sphere,4.19,,,,,,,,,,Length,2.0,2.2,1.9,1.9,2.1,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,9:56,RYI,,58.0,3,5.17%,0.0683,314.159,1.8441,27,56.79,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,393,791,0.8,0.8,0.8,c,BSA.YOLO-15,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,5,5,13,,,i,BSA.YOLO-20,CT,Moderate sediment and detritus.,elliptic prism,83.57,,,,,,,,,,Length,10.0,7.4,11.1,13.0,9.3,9.3,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,14.8,,,i,BSA.YOLO-20,CT,Moderate sediment and detritus.,elliptic prism,270.14,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,9.3,,,i,BSA.YOLO-20,CT,Moderate sediment and detritus.,cylinder,228.17,,,,,,,,,,Length,4.9,5.6,5.6,3.7,4.6,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,304,Encyonema minutum,Diatom,Encyonema,minutum,,1,1,14.8,,,i,BSA.YOLO-20,CT,Moderate sediment and detritus.,cymbelloid,102.23,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,397,Fragilaria sp.,Diatom,Fragilaria,sp.,,1,1,31.8,,,i,BSA.YOLO-20,CT,Moderate sediment and detritus.,elliptic prism,195.81,,,,,,,,,,Length,31.8,31.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,1,1,22.2,,,i,BSA.YOLO-20,CT,Moderate sediment and detritus.,gomphonemoid,1610.65,,,,,,,,,,Width,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,1907,Nitzschia fonticoloides,Diatom,Nitzschia,fonticoloides,,1,1,14.8,,,i,BSA.YOLO-20,CT,Moderate sediment and detritus.,prism on parallelogram,95.31,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,22.2,,,i,BSA.YOLO-20,CT,Moderate sediment and detritus.,prism on parallelogram,115.00,,,,,,,,,,Length,22.2,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,1860,Skeletonema potamos,Diatom,Skeletonema,potamos,,3,3,14.8,,,i,BSA.YOLO-20,CT,Moderate sediment and detritus.,cylinder + 2 half spheres,146.23,,,,,,,,,,Length,13.6,14.8,14.8,11.1,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,908,cf. Stauroneis sp.,Diatom,Stauroneis,sp.,,1,1,27.8,,,i,BSA.YOLO-20,CT,Moderate sediment and detritus.,elliptic prism,904.80,,,,,,,,,,Length,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,4.6,,,i,BSA.YOLO-20,CT,Moderate sediment and detritus.,cylinder + 2 cones,3.21,,,,,,,,,,Length,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,1136,Monoraphidium griffithii,Soft Body,Monoraphidium,griffithii,,1,1,55.6,,,i,BSA.YOLO-20,CT,Moderate sediment and detritus.,2 cones,105.09,,,,,,,,,,Length,55.6,55.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,1162,Oocystis sp.,Soft Body,Oocystis,sp.,,1,12,5.6,,,c,BSA.YOLO-20,CT,Moderate sediment and detritus.,prolate spheroid,40.14,,,,,,,,,,Length,5.6,5.6,5.6,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,2,4.6,,,c,BSA.YOLO-20,CT,Moderate sediment and detritus.,prolate spheroid,8.69,,,,,,,,,,Length,4.6,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.YOLO-20,CT,Moderate sediment and detritus.,cone + half sphere,172.03,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,1421,Chroococcus minutus,Soft Body,Chroococcus,minutus,,1,1,5.6,,,i,BSA.YOLO-20,CT,Moderate sediment and detritus.,sphere,91.95,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,8:55,SHR,,63.0,3,4.76%,0.0683,314.159,1.5709,23,66.66,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,374,754,0.8,0.8,0.8,c,BSA.YOLO-20,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/27/2020,11:55,STTD,,53.0,1,1.89%,0.0683,314.159,1.5709,23,199.99,74,cf. Amphora sp.,Diatom,Amphora,sp.,,1,1,38.9,,,i,BSA.YOLO-31,LA,,cymbelloid,2541.60,,,,,,,,,,Length,38.9,38.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,11:55,STTD,,53.0,1,1.89%,0.0683,314.159,1.5709,23,199.99,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,20.4,,,i,BSA.YOLO-31,LA,,elliptic prism,774.09,,,,,,,,,,Length,17.6,14.8,20.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,11:55,STTD,,53.0,1,1.89%,0.0683,314.159,1.5709,23,199.99,1966,Rusalka cf. fusiformis,Soft Body,Rusalka,fusiformis,,1,1,10,,,i,BSA.YOLO-31,LA,,2 cones,83.78,,,,,,,,,,Length,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,11:55,STTD,,53.0,1,1.89%,0.0683,314.159,1.5709,23,199.99,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,396,792,0.8,0.8,0.8,c,BSA.YOLO-31,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/28/2020,8:59,I80,,63.0,0.3,0.48%,0.0683,314.159,1.0928,16,958.27,91,Aulacoseira granulata,Diatom,Aulacoseira,granulata,,10,10,31.5,,,i,BSA.YOLO-18,LA,,cylinder,5160.06,,,,,,,,,,Length,29.2,31.5,28.0,29.6,28.7,28.0,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,8:59,I80,,63.0,0.3,0.48%,0.0683,314.159,1.0928,16,958.27,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,11.1,,,i,BSA.YOLO-18,LA,,cylinder,480.34,,,,,,,,,,Length,6.5,5.6,7.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,8:59,I80,,63.0,0.3,0.48%,0.0683,314.159,1.0928,16,958.27,1954,Nitzschia minuta,Diatom,Nitzschia,minuta,,1,1,36.1,,,i,BSA.YOLO-18,LA,,prism on parallelogram,566.05,,,,,,,,,,Length,36.1,36.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,8:59,I80,,63.0,0.3,0.48%,0.0683,314.159,1.0928,16,958.27,734,Nitzschia perminuta,Diatom,Nitzschia,perminuta,,1,1,18.5,,,i,BSA.YOLO-18,LA,,prism on parallelogram,83.25,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,8:59,I80,,63.0,0.3,0.48%,0.0683,314.159,1.0928,16,958.27,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,9.3,,,i,BSA.YOLO-18,LA,,sphere,421.16,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,8:59,I80,,63.0,0.3,0.48%,0.0683,314.159,1.0928,16,958.27,1085,Dictyosphaerium sp.,Soft Body,Dictyosphaerium,sp.,,1,16,5.6,,,c,BSA.YOLO-18,LA,,sphere,91.95,,,,,,,,,,Length,5.6,5.6,5.6,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,8:59,I80,,63.0,0.3,0.48%,0.0683,314.159,1.0928,16,958.27,1115,Kirchneriella sp.,Soft Body,Kirchneriella,sp.,,1,1,9,,,i,BSA.YOLO-18,LA,,2 cones,15.27,,,,,,,,,,Length,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,8:59,I80,,63.0,0.3,0.48%,0.0683,314.159,1.0928,16,958.27,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,22,,,i,BSA.YOLO-18,LA,,2 cones,37.32,,,,,,,,,,Length,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,8:59,I80,,63.0,0.3,0.48%,0.0683,314.159,1.0928,16,958.27,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,2,2,14.1,,,i,BSA.YOLO-18,LA,,2 cones,15.79,,,,,,,,,,Length,13.4,12.6,14.1,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,8:59,I80,,63.0,0.3,0.48%,0.0683,314.159,1.0928,16,958.27,1140,Monoraphidium tortile,Soft Body,Monoraphidium,tortile,,1,1,28,,,i,BSA.YOLO-18,LA,,2 cones,58.64,,,,,,,,,,Length,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,8:59,I80,,63.0,0.3,0.48%,0.0683,314.159,1.0928,16,958.27,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,50,75,4.5,,,c,BSA.YOLO-18,LA,,sphere,41.63,,,,,,,,,,Length,4.3,4.0,4.0,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,8:59,I80,,63.0,0.3,0.48%,0.0683,314.159,1.0928,16,958.27,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,345,690,0.8,0.8,0.8,c,BSA.YOLO-18,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/28/2020,10:29,LIS,,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,11.1,,,i,BSA.YOLO-11,CT,High sediment and detritus.,cylinder,261.38,,,,,,,,,,Length,5.2,3.7,6.5,5.6,5.6,4.6,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,10:29,LIS,,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,1860,Skeletonema potamos,Diatom,Skeletonema,potamos,,1,1,11.1,,,i,BSA.YOLO-11,CT,High sediment and detritus.,cylinder + 2 half spheres,119.35,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,10:29,LIS,,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,1020,Carteria sp.,Soft Body,Carteria,sp.,,2,2,13,,,i,BSA.YOLO-11,CT,High sediment and detritus.,sphere,588.72,,,,,,,,,,Length,13.0,13.0,12.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,10:29,LIS,,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,2.1,,,i,BSA.YOLO-11,CT,High sediment and detritus.,sphere,4.85,,,,,,,,,,Length,2.1,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,10:29,LIS,,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,11.1,,,i,BSA.YOLO-11,CT,High sediment and detritus.,2 cones,13.08,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,10:29,LIS,,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,389,782,0.8,0.8,0.8,c,BSA.YOLO-11,CT,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/28/2020,8:43,RCS,,60.0,1,1.67%,0.0683,314.159,0.7513,11,418.15,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,7.4,,,i,BSA.YOLO-10,CT,High sediment and detritus.,cylinder,136.05,,,,,,,,,,Length,4.1,3.7,3.7,3.7,3.7,5.6,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,8:43,RCS,,60.0,1,1.67%,0.0683,314.159,0.7513,11,418.15,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,9,9,3.2,,,i,BSA.YOLO-10,CT,High sediment and detritus.,sphere,9.20,,,,,,,,,,Length,2.6,2.8,1.9,3.2,2.8,2.1,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,8:43,RCS,,60.0,1,1.67%,0.0683,314.159,0.7513,11,418.15,1774,Desmodesmus sp.,Soft Body,Desmodesmus,sp.,,1,2,3.7,,,c,BSA.YOLO-10,CT,High sediment and detritus.,prolate spheroid,6.99,,,,,,,,,,Length,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,8:43,RCS,,60.0,1,1.67%,0.0683,314.159,0.7513,11,418.15,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,3,3,5.6,,,i,BSA.YOLO-10,CT,High sediment and detritus.,cylinder + 2 cones,16.59,,,,,,,,,,Length,4.9,5.6,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,8:43,RCS,,60.0,1,1.67%,0.0683,314.159,0.7513,11,418.15,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,1,2,3.7,,,c,BSA.YOLO-10,CT,High sediment and detritus.,sphere,26.52,,,,,,,,,,Length,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,8:43,RCS,,60.0,1,1.67%,0.0683,314.159,0.7513,11,418.15,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,390,783,0.8,0.8,0.8,c,BSA.YOLO-10,CT,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/28/2020,10:33,RD22,,64.0,1,1.56%,0.0683,314.159,0.9562,14,328.55,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,21,21,10.3,,,i,BSA.YOLO-08,CT,High sediment and detritus.,cylinder,143.39,,,,,,,,,,Length,4.6,3.7,3.7,3.7,3.7,8.3,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,10:33,RD22,,64.0,1,1.56%,0.0683,314.159,0.9562,14,328.55,1020,Carteria sp.,Soft Body,Carteria,sp.,,5,5,14.8,,,i,BSA.YOLO-08,CT,High sediment and detritus.,sphere,717.33,,,,,,,,,,Length,13.7,13.0,14.8,13.0,14.8,13.0,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,10:33,RD22,,64.0,1,1.56%,0.0683,314.159,0.9562,14,328.55,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,20,20,3.7,,,i,BSA.YOLO-08,CT,High sediment and detritus.,sphere,5.58,,,,,,,,,,Length,2.2,1.5,1.9,3.7,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,10:33,RD22,,64.0,1,1.56%,0.0683,314.159,0.9562,14,328.55,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,7,7,7.4,,,i,BSA.YOLO-08,CT,High sediment and detritus.,cylinder + 2 cones,7.80,,,,,,,,,,Length,6.3,5.6,6.5,7.4,6.5,5.6,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,10:33,RD22,,64.0,1,1.56%,0.0683,314.159,0.9562,14,328.55,1136,Monoraphidium griffithii,Soft Body,Monoraphidium,griffithii,,1,1,64.8,,,i,BSA.YOLO-08,CT,High sediment and detritus.,2 cones,76.34,,,,,,,,,,Length,64.8,64.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,10:33,RD22,,64.0,1,1.56%,0.0683,314.159,0.9562,14,328.55,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,4,4,29.6,,,i,BSA.YOLO-08,CT,High sediment and detritus.,2 cones,28.15,,,,,,,,,,Length,21.0,14.8,29.6,18.5,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,10:33,RD22,,64.0,1,1.56%,0.0683,314.159,0.9562,14,328.55,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,2,4,5.6,,,c,BSA.YOLO-08,CT,High sediment and detritus.,prolate spheroid,10.59,,,,,,,,,,Length,5.6,5.6,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,10:33,RD22,,64.0,1,1.56%,0.0683,314.159,0.9562,14,328.55,1274,Tetraedron minimum,Soft Body,Tetraedron,minimum,,1,1,5.6,,,i,BSA.YOLO-08,CT,High sediment and detritus.,box,116.03,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,10:33,RD22,,64.0,1,1.56%,0.0683,314.159,0.9562,14,328.55,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,1,1,6.5,,,i,BSA.YOLO-08,CT,High sediment and detritus.,prolate spheroid,106.73,,,,,,,,,,Length,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,10:33,RD22,,64.0,1,1.56%,0.0683,314.159,0.9562,14,328.55,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.YOLO-08,CT,High sediment and detritus.,cone + half sphere,314.74,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,10:33,RD22,,64.0,1,1.56%,0.0683,314.159,0.9562,14,328.55,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,1,8,2.8,,,c,BSA.YOLO-08,CT,High sediment and detritus.,sphere,11.49,,,,,,,,,,Length,2.8,2.8,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,10:33,RD22,,64.0,1,1.56%,0.0683,314.159,0.9562,14,328.55,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,352,709,0.8,0.8,0.8,c,BSA.YOLO-08,CT,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/28/2020,7:40,RMB,,61.0,1,1.64%,0.0683,314.159,0.7513,11,418.15,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.YOLO-09,CT,High sediment and detritus.,cylinder,91.13,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,7:40,RMB,,61.0,1,1.64%,0.0683,314.159,0.7513,11,418.15,730,Nitzschia cf. palea,Diatom,Nitzschia,palea,,1,1,44.4,,,i,BSA.YOLO-09,CT,High sediment and detritus.,prism on parallelogram,571.87,,,,,,,,,,Length,44.4,44.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,7:40,RMB,,61.0,1,1.64%,0.0683,314.159,0.7513,11,418.15,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,31.5,,,i,BSA.YOLO-09,CT,High sediment and detritus.,prism on parallelogram,177.97,,,,,,,,,,Length,26.0,20.4,31.5,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,7:40,RMB,,61.0,1,1.64%,0.0683,314.159,0.7513,11,418.15,1860,Skeletonema potamos,Diatom,Skeletonema,potamos,,2,2,5.6,,,i,BSA.YOLO-09,CT,High sediment and detritus.,cylinder + 2 half spheres,60.21,,,,,,,,,,Length,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,7:40,RMB,,61.0,1,1.64%,0.0683,314.159,0.7513,11,418.15,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,13,13,2.8,,,i,BSA.YOLO-09,CT,High sediment and detritus.,sphere,6.37,,,,,,,,,,Length,2.3,2.8,1.9,1.9,2.8,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,7:40,RMB,,61.0,1,1.64%,0.0683,314.159,0.7513,11,418.15,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,4,4,6.5,,,i,BSA.YOLO-09,CT,High sediment and detritus.,cylinder + 2 cones,19.16,,,,,,,,,,Length,5.1,6.5,4.6,4.6,4.6,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,7:40,RMB,,61.0,1,1.64%,0.0683,314.159,0.7513,11,418.15,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,11.1,,,i,BSA.YOLO-09,CT,High sediment and detritus.,2 cones,13.08,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,7:40,RMB,,61.0,1,1.64%,0.0683,314.159,0.7513,11,418.15,1313,Dinobryon sp.,Soft Body,Dinobryon,sp.,,1,1,13,,,i,BSA.YOLO-09,CT,High sediment and detritus.,prolate spheroid,287.59,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/28/2020,7:40,RMB,,61.0,1,1.64%,0.0683,314.159,0.7513,11,418.15,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,386,777,0.8,0.8,0.8,c,BSA.YOLO-09,CT,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
