StationCode,DateTime,Analyte,Result,Units,Method,Depth,Purpose,Analyte.Unit,Sampling.Date,Sampling.Time,Region,date,WaterTemperature,SecchiDiskDepth,EC,SpCnd,pH,DO,Turbidity
RMB,9/17/2019 9:17,DOC,5.6,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Normal Sample,DOC (mg/L as C),18-Sep,During,Colusa Drain/Ridge Cut,9/17/2019,21.4,0.29,489,525,7.56,5.3,23.1
RMB,9/17/2019 9:17,TOC,5.6,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Normal Sample,TOC (mg/L as C),18-Sep,During,Colusa Drain/Ridge Cut,9/17/2019,21.4,0.29,489,525,7.56,5.3,23.1
RMB,9/17/2019 9:17,DisChloride,18.4,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample,DisChloride (mg/L),18-Sep,During,Colusa Drain/Ridge Cut,9/17/2019,21.4,0.29,489,525,7.56,5.3,23.1
RMB,9/17/2019 9:17,DisSilica,22.2,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisSilica (mg/L),18-Sep,During,Colusa Drain/Ridge Cut,9/17/2019,21.4,0.29,489,525,7.56,5.3,23.1
RMB,9/17/2019 9:17,TSS,27,mg/L,EPA 160.2 [1]*,1,Normal Sample,TSS (mg/L),18-Sep,During,Colusa Drain/Ridge Cut,9/17/2019,21.4,0.29,489,525,7.56,5.3,23.1
RMB,9/17/2019 9:17,DisCalcium,33.3,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisCalcium (mg/L),18-Sep,During,Colusa Drain/Ridge Cut,9/17/2019,21.4,0.29,489,525,7.56,5.3,23.1
RMB,9/17/2019 9:17,TDS,302,mg/L,Std Method 2540 C [1]*,1,Normal Sample,TDS (mg/L),18-Sep,During,Colusa Drain/Ridge Cut,9/17/2019,21.4,0.29,489,525,7.56,5.3,23.1
RMB,9/17/2019 9:17,DisAmmonia,NA,mg/L as N,EPA 350.1 [1]*,1,Normal Sample,DisAmmonia (mg/L as N),18-Sep,During,Colusa Drain/Ridge Cut,9/17/2019,21.4,0.29,489,525,7.56,5.3,23.1
BL5,9/18/2019 11:23,DisNitrateNitrite,0.068,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Duplicate Sample,DisNitrateNitrite (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 10:57,DisNitrateNitrite,0.073,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample,DisNitrateNitrite (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 10:57,TOP,0.125,mg/L as P,EPA 365.4 [1]*,1,Normal Sample,TOP (mg/L as P),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 11:23,TOP,0.126,mg/L as P,EPA 365.4 [1]*,1,Duplicate Sample,TOP (mg/L as P),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 11:23,DOP,0.134,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Duplicate Sample,DOP (mg/L as P),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 10:57,DOP,0.135,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample,DOP (mg/L as P),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 10:57,DON,0.26,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample,DON (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 11:23,DON,0.31,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Duplicate Sample,DON (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 10:57,TKN,0.317,mg/L as N,EPA 351.2 [1]*,1,Normal Sample,TKN (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 11:23,TKN,0.347,mg/L as N,EPA 351.2 [1]*,1,Duplicate Sample,TKN (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 10:57,VSS,1,mg/L,EPA 160.4 [1]*,1,Normal Sample,VSS (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 11:23,VSS,1,mg/L,EPA 160.4 [1]*,1,Duplicate Sample,VSS (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 11:23,DOC,3.6,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Duplicate Sample,DOC (mg/L as C),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 11:23,TOC,3.7,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Duplicate Sample,TOC (mg/L as C),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 10:57,DOC,3.8,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Normal Sample,DOC (mg/L as C),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 10:57,TOC,3.9,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Normal Sample,TOC (mg/L as C),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 11:23,TSS,5,mg/L,EPA 160.2 [1]*,1,Duplicate Sample,TSS (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 10:57,TSS,6,mg/L,EPA 160.2 [1]*,1,Normal Sample,TSS (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 10:57,DisChloride,13.1,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample,DisChloride (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 11:23,DisChloride,13.1,mg/L,EPA 300.0 28d Hold [1]*,1,Duplicate Sample,DisChloride (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 11:23,DisSilica,15.1,mg/L,EPA 200.7 (D) [1]*,1,Duplicate Sample,DisSilica (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 10:57,DisSilica,15.2,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisSilica (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 10:57,DisSilica,15.4,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisSilica (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 11:23,DisCalcium,19.1,mg/L,EPA 200.7 (D) [1]*,1,Duplicate Sample,DisCalcium (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 10:57,DisCalcium,19.3,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisCalcium (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 10:57,DisCalcium,19.3,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisCalcium (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 11:23,TDS,185,mg/L,Std Method 2540 C [1]*,1,Duplicate Sample,TDS (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 10:57,TDS,187,mg/L,Std Method 2540 C [1]*,1,Normal Sample,TDS (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 10:57,DisAmmonia,NA,mg/L as N,EPA 350.1 [1]*,1,Normal Sample,DisAmmonia (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
BL5,9/18/2019 11:23,DisAmmonia,NA,mg/L as N,EPA 350.1 [1]*,1,Duplicate Sample,DisAmmonia (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,20.6,1.1,286,312,8.13,7.81,8.7
LIB,9/18/2019 10:12,TOP,0.074,mg/L as P,EPA 365.4 [1]*,1,Normal Sample,TOP (mg/L as P),18-Sep,During,Cache Slough Complex,9/18/2019,20,1.4,160,177,7.6,8.15,6.2
LIB,9/18/2019 10:12,TOP,0.074,mg/L as P,EPA 365.4 [1]*,1,Normal Sample,TOP (mg/L as P),18-Sep,During,Cache Slough Complex,9/18/2019,20,1.4,160,177,7.6,8.15,6.2
LIB,9/18/2019 10:12,DOP,0.085,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample,DOP (mg/L as P),18-Sep,During,Cache Slough Complex,9/18/2019,20,1.4,160,177,7.6,8.15,6.2
LIB,9/18/2019 10:12,DON,0.12,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample,DON (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,20,1.4,160,177,7.6,8.15,6.2
LIB,9/18/2019 10:12,DisAmmonia,0.138,mg/L as N,EPA 350.1 [1]*,1,Normal Sample,DisAmmonia (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,20,1.4,160,177,7.6,8.15,6.2
LIB,9/18/2019 10:12,DisNitrateNitrite,0.139,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample,DisNitrateNitrite (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,20,1.4,160,177,7.6,8.15,6.2
LIB,9/18/2019 10:12,TKN,0.334,mg/L as N,EPA 351.2 [1]*,1,Normal Sample,TKN (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,20,1.4,160,177,7.6,8.15,6.2
LIB,9/18/2019 10:12,TKN,0.335,mg/L as N,EPA 351.2 [1]*,1,Normal Sample,TKN (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,20,1.4,160,177,7.6,8.15,6.2
LIB,9/18/2019 10:12,TSS,2,mg/L,EPA 160.2 [1]*,1,Normal Sample,TSS (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20,1.4,160,177,7.6,8.15,6.2
LIB,9/18/2019 10:12,TOC,2.2,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Normal Sample,TOC (mg/L as C),18-Sep,During,Cache Slough Complex,9/18/2019,20,1.4,160,177,7.6,8.15,6.2
LIB,9/18/2019 10:12,DOC,3,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Normal Sample,DOC (mg/L as C),18-Sep,During,Cache Slough Complex,9/18/2019,20,1.4,160,177,7.6,8.15,6.2
LIB,9/18/2019 10:12,DisChloride,6.82,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample,DisChloride (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20,1.4,160,177,7.6,8.15,6.2
LIB,9/18/2019 10:12,DisCalcium,12.6,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisCalcium (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20,1.4,160,177,7.6,8.15,6.2
LIB,9/18/2019 10:12,DisSilica,16,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisSilica (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20,1.4,160,177,7.6,8.15,6.2
LIB,9/18/2019 10:12,TDS,104,mg/L,Std Method 2540 C [1]*,1,Normal Sample,TDS (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20,1.4,160,177,7.6,8.15,6.2
LIB,9/18/2019 10:12,VSS,NA,mg/L,EPA 160.4 [1]*,1,Normal Sample,VSS (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,20,1.4,160,177,7.6,8.15,6.2
RVB,9/18/2019 9:01,TOP,0.071,mg/L as P,EPA 365.4 [1]*,1,Normal Sample,TOP (mg/L as P),18-Sep,During,Lower Sac River,9/18/2019,20.1,1.7,143,158,7.32,8.11,5.9
RVB,9/18/2019 9:01,DOP,0.076,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample,DOP (mg/L as P),18-Sep,During,Lower Sac River,9/18/2019,20.1,1.7,143,158,7.32,8.11,5.9
RVB,9/18/2019 9:01,DON,0.11,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample,DON (mg/L as N),18-Sep,During,Lower Sac River,9/18/2019,20.1,1.7,143,158,7.32,8.11,5.9
RVB,9/18/2019 9:01,DisNitrateNitrite,0.15,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample,DisNitrateNitrite (mg/L as N),18-Sep,During,Lower Sac River,9/18/2019,20.1,1.7,143,158,7.32,8.11,5.9
RVB,9/18/2019 9:01,DisAmmonia,0.192,mg/L as N,EPA 350.1 [1]*,1,Normal Sample,DisAmmonia (mg/L as N),18-Sep,During,Lower Sac River,9/18/2019,20.1,1.7,143,158,7.32,8.11,5.9
RVB,9/18/2019 9:01,TKN,0.39,mg/L as N,EPA 351.2 [1]*,1,Normal Sample,TKN (mg/L as N),18-Sep,During,Lower Sac River,9/18/2019,20.1,1.7,143,158,7.32,8.11,5.9
RVB,9/18/2019 9:01,TOC,1.9,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Normal Sample,TOC (mg/L as C),18-Sep,During,Lower Sac River,9/18/2019,20.1,1.7,143,158,7.32,8.11,5.9
RVB,9/18/2019 9:01,TSS,2,mg/L,EPA 160.2 [1]*,1,Normal Sample,TSS (mg/L),18-Sep,During,Lower Sac River,9/18/2019,20.1,1.7,143,158,7.32,8.11,5.9
RVB,9/18/2019 9:01,DOC,2.1,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Normal Sample,DOC (mg/L as C),18-Sep,During,Lower Sac River,9/18/2019,20.1,1.7,143,158,7.32,8.11,5.9
RVB,9/18/2019 9:01,DisChloride,5.96,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample,DisChloride (mg/L),18-Sep,During,Lower Sac River,9/18/2019,20.1,1.7,143,158,7.32,8.11,5.9
RVB,9/18/2019 9:01,DisCalcium,11.7,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisCalcium (mg/L),18-Sep,During,Lower Sac River,9/18/2019,20.1,1.7,143,158,7.32,8.11,5.9
RVB,9/18/2019 9:01,DisSilica,16.5,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisSilica (mg/L),18-Sep,During,Lower Sac River,9/18/2019,20.1,1.7,143,158,7.32,8.11,5.9
RVB,9/18/2019 9:01,TDS,102,mg/L,Std Method 2540 C [1]*,1,Normal Sample,TDS (mg/L),18-Sep,During,Lower Sac River,9/18/2019,20.1,1.7,143,158,7.32,8.11,5.9
RVB,9/18/2019 9:01,VSS,NA,mg/L,EPA 160.4 [1]*,1,Normal Sample,VSS (mg/L),18-Sep,During,Lower Sac River,9/18/2019,20.1,1.7,143,158,7.32,8.11,5.9
RYI,9/18/2019 9:42,TOP,0.074,mg/L as P,EPA 365.4 [1]*,1,Normal Sample,TOP (mg/L as P),18-Sep,During,Cache Slough Complex,9/18/2019,19.8,1.8,143,159,7.49,8.21,6.2
RYI,9/18/2019 9:42,DOP,0.076,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample,DOP (mg/L as P),18-Sep,During,Cache Slough Complex,9/18/2019,19.8,1.8,143,159,7.49,8.21,6.2
RYI,9/18/2019 9:42,DisNitrateNitrite,0.138,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample,DisNitrateNitrite (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,19.8,1.8,143,159,7.49,8.21,6.2
RYI,9/18/2019 9:42,DisAmmonia,0.169,mg/L as N,EPA 350.1 [1]*,1,Normal Sample,DisAmmonia (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,19.8,1.8,143,159,7.49,8.21,6.2
RYI,9/18/2019 9:42,TKN,0.327,mg/L as N,EPA 351.2 [1]*,1,Normal Sample,TKN (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,19.8,1.8,143,159,7.49,8.21,6.2
RYI,9/18/2019 9:42,TOC,2,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Normal Sample,TOC (mg/L as C),18-Sep,During,Cache Slough Complex,9/18/2019,19.8,1.8,143,159,7.49,8.21,6.2
RYI,9/18/2019 9:42,TOC,2,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Normal Sample,TOC (mg/L as C),18-Sep,During,Cache Slough Complex,9/18/2019,19.8,1.8,143,159,7.49,8.21,6.2
RYI,9/18/2019 9:42,DOC,2,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Normal Sample,DOC (mg/L as C),18-Sep,During,Cache Slough Complex,9/18/2019,19.8,1.8,143,159,7.49,8.21,6.2
RYI,9/18/2019 9:42,DOC,2,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Normal Sample,DOC (mg/L as C),18-Sep,During,Cache Slough Complex,9/18/2019,19.8,1.8,143,159,7.49,8.21,6.2
RYI,9/18/2019 9:42,TSS,4,mg/L,EPA 160.2 [1]*,1,Normal Sample,TSS (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,19.8,1.8,143,159,7.49,8.21,6.2
RYI,9/18/2019 9:42,DisChloride,5.96,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample,DisChloride (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,19.8,1.8,143,159,7.49,8.21,6.2
RYI,9/18/2019 9:42,DisCalcium,11.7,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisCalcium (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,19.8,1.8,143,159,7.49,8.21,6.2
RYI,9/18/2019 9:42,DisSilica,16.3,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisSilica (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,19.8,1.8,143,159,7.49,8.21,6.2
RYI,9/18/2019 9:42,TDS,103,mg/L,Std Method 2540 C [1]*,1,Normal Sample,TDS (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,19.8,1.8,143,159,7.49,8.21,6.2
RYI,9/18/2019 9:42,DON,NA,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample,DON (mg/L as N),18-Sep,During,Cache Slough Complex,9/18/2019,19.8,1.8,143,159,7.49,8.21,6.2
RYI,9/18/2019 9:42,VSS,NA,mg/L,EPA 160.4 [1]*,1,Normal Sample,VSS (mg/L),18-Sep,During,Cache Slough Complex,9/18/2019,19.8,1.8,143,159,7.49,8.21,6.2
STTD,9/18/2019 11:59,DOP,0.146,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample,DOP (mg/L as P),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 12:21,DOP,0.168,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Duplicate Sample,DOP (mg/L as P),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 12:21,TOP,0.2,mg/L as P,EPA 365.4 [1]*,1,Duplicate Sample,TOP (mg/L as P),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 11:59,TOP,0.201,mg/L as P,EPA 365.4 [1]*,1,Normal Sample,TOP (mg/L as P),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 11:59,DisNitrateNitrite,0.246,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample,DisNitrateNitrite (mg/L as N),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 12:21,DisNitrateNitrite,0.248,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Duplicate Sample,DisNitrateNitrite (mg/L as N),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 12:21,DON,0.38,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Duplicate Sample,DON (mg/L as N),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 11:59,DON,0.41,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample,DON (mg/L as N),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 12:21,TKN,0.629,mg/L as N,EPA 351.2 [1]*,1,Duplicate Sample,TKN (mg/L as N),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 11:59,TKN,0.644,mg/L as N,EPA 351.2 [1]*,1,Normal Sample,TKN (mg/L as N),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 11:59,TOC,5.6,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Normal Sample,TOC (mg/L as C),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 12:21,DOC,5.9,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Duplicate Sample,DOC (mg/L as C),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 11:59,DOC,6,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Normal Sample,DOC (mg/L as C),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 11:59,VSS,6,mg/L,EPA 160.4 [1]*,1,Normal Sample,VSS (mg/L),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 12:21,VSS,6,mg/L,EPA 160.4 [1]*,1,Duplicate Sample,VSS (mg/L),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 12:21,TOC,6.2,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Duplicate Sample,TOC (mg/L as C),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 11:59,DisSilica,20.9,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisSilica (mg/L),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 12:21,DisSilica,20.9,mg/L,EPA 200.7 (D) [1]*,1,Duplicate Sample,DisSilica (mg/L),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 11:59,TSS,28,mg/L,EPA 160.2 [1]*,1,Normal Sample,TSS (mg/L),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 12:21,TSS,28,mg/L,EPA 160.2 [1]*,1,Duplicate Sample,TSS (mg/L),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 11:59,DisChloride,29.3,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample,DisChloride (mg/L),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 11:59,DisChloride,29.3,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample,DisChloride (mg/L),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 12:21,DisChloride,29.3,mg/L,EPA 300.0 28d Hold [1]*,1,Duplicate Sample,DisChloride (mg/L),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 12:21,DisCalcium,34.2,mg/L,EPA 200.7 (D) [1]*,1,Duplicate Sample,DisCalcium (mg/L),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 11:59,DisCalcium,34.8,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisCalcium (mg/L),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 12:21,TDS,354,mg/L,Std Method 2540 C [1]*,1,Duplicate Sample,TDS (mg/L),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 11:59,TDS,358,mg/L,Std Method 2540 C [1]*,1,Normal Sample,TDS (mg/L),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 11:59,DisAmmonia,NA,mg/L as N,EPA 350.1 [1]*,1,Normal Sample,DisAmmonia (mg/L as N),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
STTD,9/18/2019 12:21,DisAmmonia,NA,mg/L as N,EPA 350.1 [1]*,1,Duplicate Sample,DisAmmonia (mg/L as N),18-Sep,During,Lower Yolo Bypass,9/18/2019,21.8,0.3,569,606,7.79,6.03,27.6
SHR,9/30/2019 9:23,TOP,0.033,mg/L as P,EPA 365.4 [1]*,1,Normal Sample,TOP (mg/L as P),2-Oct,After,Sac River,9/30/2019,16.6,1.8,96,114,7.31,9.23,9.5
SHR,9/30/2019 9:23,DisNitrateNitrite,0.081,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample,DisNitrateNitrite (mg/L as N),2-Oct,After,Sac River,9/30/2019,16.6,1.8,96,114,7.31,9.23,9.5
SHR,9/30/2019 9:23,TKN,0.197,mg/L as N,EPA 351.2 [1]*,1,Normal Sample,TKN (mg/L as N),2-Oct,After,Sac River,9/30/2019,16.6,1.8,96,114,7.31,9.23,9.5
SHR,9/30/2019 9:23,DOC,1.5,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Normal Sample,DOC (mg/L as C),2-Oct,After,Sac River,9/30/2019,16.6,1.8,96,114,7.31,9.23,9.5
SHR,9/30/2019 9:23,TOC,1.5,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Normal Sample,TOC (mg/L as C),2-Oct,After,Sac River,9/30/2019,16.6,1.8,96,114,7.31,9.23,9.5
SHR,9/30/2019 9:23,VSS,2,mg/L,EPA 160.4 [1]*,1,Normal Sample,VSS (mg/L),2-Oct,After,Sac River,9/30/2019,16.6,1.8,96,114,7.31,9.23,9.5
