Date,Year,Month,DateTime,Time,StationCode,WaterTemp,Secchi,EC,SpCnd,pH,DO,Turbidity,FlowMeterSpeed,StartMeter,EndMeter,VolMeso,SubMeso,VolMicro,SubMicro,Subsample,OrganismID,Classification,Organism,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Genus,Species,TaxonName,TaxonRank,CommonName,LifeStage,Count,CPUEZoop,WYType,FlowPulseType,NetFlowDays,SamplePeriod
9/3/2019,2019,9,9/3/2019 10:20,10:20:00,RCS,23.6,0.28,494,508,7.63,4.96,31.7,Low,927655,929000,95,1.8,95,2.4,1,1,Microzooplankton_Nauplii,Rotifers,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rotifera,Phylum,Rotifer,NA,52,135.4760538,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,64,Calanoids,Calanoid copepodids,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,Order,Calanoid,copepodid,1,6.814821473,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,43,Cladocera,Alona,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Alona,NA,Alona sp.,Genus,Alona sp.,NA,6,40.88892884,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,35,Cladocera,Bosmina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Bosminidae,Bosmina,longirostris,Bosmina longirostris,Species,Bosmina longirostris,NA,1,6.814821473,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,39,Cladocera,Camptocercus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Eurycercidae,Camptocercus,NA,Camptocercus sp.,Genus,Camptocercus sp.,NA,1,6.814821473,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,133,906.3712559,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,38,Cladocera,Chydorus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Chydorus,NA,Chydorus sp.,Genus,Chydorus sp.,NA,3,20.44446442,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,13.62964295,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,102,Cladocera,Disparalona,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Disparalona,NA,Disparalona sp.,Genus,Disparalona sp.,NA,1,6.814821473,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,44,Cladocera,Ilyocryptus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Ilyocryptidae,Ilyocryptus,NA,Ilyocryptus sp.,Genus,Ilyocryptus sp.,NA,3,20.44446442,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,86,Cladocera,Kurzia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Kurzia,NA,Kurzia sp.,Genus,Kurzia sp.,NA,8,54.51857178,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,45,Cladocera,Macrothrix,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Macrothricidae,Macrothrix,NA,Macrothrix sp.,Genus,Macrothrix sp.,NA,1,6.814821473,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,103,Cladocera,Simocephalus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Simocephalus,NA,Simocephalus sp.,Genus,Simocephalus sp.,NA,1,6.814821473,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,2,13.62964295,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,copepodid,48,327.1114307,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,106,Cyclopoids,Eucyclops pectinifer,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Eucyclops,pectinifer,Eucyclops pectinifer,Species,Eucyclops pectinifer,NA,2,13.62964295,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,84,Cyclopoids,Microcyclops rubellus,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Species,Microcyclops rubellus,NA,1,6.814821473,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,3,Microzooplankton_Nauplii,Copepod nauplii,Arthropoda,Crustacea,Hexanauplia,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copepoda,Subclass,Copepod,nauplius,6,5.841275548,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,22,21.41801034,W,MA-Ag,26,During
9/17/2019,2019,9,9/17/2019 10:58,10:58:00,RCS,21.6,0.31,487,520,7.66,5.37,25.5,Low,922019,924000,61,0.4,61,2.8,1,1,Microzooplankton_Nauplii,Rotifers,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rotifera,Phylum,Rotifer,NA,77,74.9630362,W,MA-Ag,26,During
10/1/2019,2019,10,10/1/2019 10:32,10:32:00,RCS,19.6,0.21,516,575,7.64,7.27,28.3,Low,917791,918055,53,8,53,11,1,64,Calanoids,Calanoid copepodids,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,Order,Calanoid,copepodid,7,15.5506702,W,MA-Ag,26,After
10/1/2019,2019,10,10/1/2019 10:32,10:32:00,RCS,19.6,0.21,516,575,7.64,7.27,28.3,Low,917791,918055,53,8,53,11,1,43,Cladocera,Alona,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Alona,NA,Alona sp.,Genus,Alona sp.,NA,4,8.886097254,W,MA-Ag,26,After
10/1/2019,2019,10,10/1/2019 10:32,10:32:00,RCS,19.6,0.21,516,575,7.64,7.27,28.3,Low,917791,918055,53,8,53,11,1,35,Cladocera,Bosmina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Bosminidae,Bosmina,longirostris,Bosmina longirostris,Species,Bosmina longirostris,NA,1,2.221524314,W,MA-Ag,26,After
10/1/2019,2019,10,10/1/2019 10:32,10:32:00,RCS,19.6,0.21,516,575,7.64,7.27,28.3,Low,917791,918055,53,8,53,11,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,23,51.09505921,W,MA-Ag,26,After
10/1/2019,2019,10,10/1/2019 10:32,10:32:00,RCS,19.6,0.21,516,575,7.64,7.27,28.3,Low,917791,918055,53,8,53,11,1,38,Cladocera,Chydorus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Chydorus,NA,Chydorus sp.,Genus,Chydorus sp.,NA,2,4.443048627,W,MA-Ag,26,After
10/1/2019,2019,10,10/1/2019 10:32,10:32:00,RCS,19.6,0.21,516,575,7.64,7.27,28.3,Low,917791,918055,53,8,53,11,1,44,Cladocera,Ilyocryptus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Ilyocryptidae,Ilyocryptus,NA,Ilyocryptus sp.,Genus,Ilyocryptus sp.,NA,3,6.664572941,W,MA-Ag,26,After
10/1/2019,2019,10,10/1/2019 10:32,10:32:00,RCS,19.6,0.21,516,575,7.64,7.27,28.3,Low,917791,918055,53,8,53,11,1,99,Cladocera,Moina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Moinidae,Moina,NA,Moina sp.,Genus,Moina sp.,NA,10,22.21524314,W,MA-Ag,26,After
10/1/2019,2019,10,10/1/2019 10:32,10:32:00,RCS,19.6,0.21,516,575,7.64,7.27,28.3,Low,917791,918055,53,8,53,11,1,8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,copepodid,145,322.1210255,W,MA-Ag,26,After
10/1/2019,2019,10,10/1/2019 10:32,10:32:00,RCS,19.6,0.21,516,575,7.64,7.27,28.3,Low,917791,918055,53,8,53,11,1,104,Cyclopoids,Mesocyclops edax,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Mesocyclops,edax,Mesocyclops edax,Species,Mesocyclops edax,NA,4,8.886097254,W,MA-Ag,26,After
10/1/2019,2019,10,10/1/2019 10:32,10:32:00,RCS,19.6,0.21,516,575,7.64,7.27,28.3,Low,917791,918055,53,8,53,11,1,84,Cyclopoids,Microcyclops rubellus,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Species,Microcyclops rubellus,NA,5,11.10762157,W,MA-Ag,26,After
10/1/2019,2019,10,10/1/2019 10:32,10:32:00,RCS,19.6,0.21,516,575,7.64,7.27,28.3,Low,917791,918055,53,8,53,11,1,119,Cyclopoids,Paracyclops fimbriatus,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Paracyclops,fimbriatus,Paracyclops fimbriatus,Species,Paracyclops fimbriatus,NA,3,6.664572941,W,MA-Ag,26,After
10/1/2019,2019,10,10/1/2019 10:32,10:32:00,RCS,19.6,0.21,516,575,7.64,7.27,28.3,Low,917791,918055,53,8,53,11,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,10,16.15654046,W,MA-Ag,26,After
10/1/2019,2019,10,10/1/2019 10:32,10:32:00,RCS,19.6,0.21,516,575,7.64,7.27,28.3,Low,917791,918055,53,8,53,11,1,1,Microzooplankton_Nauplii,Rotifers,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rotifera,Phylum,Rotifer,NA,4,6.462616185,W,MA-Ag,26,After
10/15/2019,2019,10,10/15/2019 10:49,10:49:00,RCS,15.8,0.24,493,598,7.58,6.62,23.6,Low,916166,916690,48,0.3,48,0.08,1,64,Calanoids,Calanoid copepodids,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,Order,Calanoid,copepodid,3,81.09219675,W,MA-Ag,26,After
10/15/2019,2019,10,10/15/2019 10:49,10:49:00,RCS,15.8,0.24,493,598,7.58,6.62,23.6,Low,916166,916690,48,0.3,48,0.08,1,35,Cladocera,Bosmina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Bosminidae,Bosmina,longirostris,Bosmina longirostris,Species,Bosmina longirostris,NA,36,973.106361,W,MA-Ag,26,After
10/15/2019,2019,10,10/15/2019 10:49,10:49:00,RCS,15.8,0.24,493,598,7.58,6.62,23.6,Low,916166,916690,48,0.3,48,0.08,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,5,135.1536613,W,MA-Ag,26,After
10/15/2019,2019,10,10/15/2019 10:49,10:49:00,RCS,15.8,0.24,493,598,7.58,6.62,23.6,Low,916166,916690,48,0.3,48,0.08,1,38,Cladocera,Chydorus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Chydorus,NA,Chydorus sp.,Genus,Chydorus sp.,NA,80,2162.45858,W,MA-Ag,26,After
10/15/2019,2019,10,10/15/2019 10:49,10:49:00,RCS,15.8,0.24,493,598,7.58,6.62,23.6,Low,916166,916690,48,0.3,48,0.08,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,3,81.09219675,W,MA-Ag,26,After
10/15/2019,2019,10,10/15/2019 10:49,10:49:00,RCS,15.8,0.24,493,598,7.58,6.62,23.6,Low,916166,916690,48,0.3,48,0.08,1,102,Cladocera,Disparalona,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Disparalona,NA,Disparalona sp.,Genus,Disparalona sp.,NA,1,27.03073225,W,MA-Ag,26,After
10/15/2019,2019,10,10/15/2019 10:49,10:49:00,RCS,15.8,0.24,493,598,7.58,6.62,23.6,Low,916166,916690,48,0.3,48,0.08,1,44,Cladocera,Ilyocryptus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Ilyocryptidae,Ilyocryptus,NA,Ilyocryptus sp.,Genus,Ilyocryptus sp.,NA,1,27.03073225,W,MA-Ag,26,After
10/15/2019,2019,10,10/15/2019 10:49,10:49:00,RCS,15.8,0.24,493,598,7.58,6.62,23.6,Low,916166,916690,48,0.3,48,0.08,1,99,Cladocera,Moina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Moinidae,Moina,NA,Moina sp.,Genus,Moina sp.,NA,13,351.3995193,W,MA-Ag,26,After
10/15/2019,2019,10,10/15/2019 10:49,10:49:00,RCS,15.8,0.24,493,598,7.58,6.62,23.6,Low,916166,916690,48,0.3,48,0.08,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,3,81.09219675,W,MA-Ag,26,After
10/15/2019,2019,10,10/15/2019 10:49,10:49:00,RCS,15.8,0.24,493,598,7.58,6.62,23.6,Low,916166,916690,48,0.3,48,0.08,1,8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,copepodid,126,3405.872264,W,MA-Ag,26,After
10/15/2019,2019,10,10/15/2019 10:49,10:49:00,RCS,15.8,0.24,493,598,7.58,6.62,23.6,Low,916166,916690,48,0.3,48,0.08,1,83,Cyclopoids,Eucyclops elegans,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Eucyclops,elegans,Eucyclops elegans,Species,Eucyclops elegans,NA,4,108.122929,W,MA-Ag,26,After
10/15/2019,2019,10,10/15/2019 10:49,10:49:00,RCS,15.8,0.24,493,598,7.58,6.62,23.6,Low,916166,916690,48,0.3,48,0.08,1,90,Cyclopoids,Eucyclops spp.,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Eucyclops,NA,Eucyclops sp.,Genus,Eucyclops sp.,NA,1,27.03073225,W,MA-Ag,26,After
10/15/2019,2019,10,10/15/2019 10:49,10:49:00,RCS,15.8,0.24,493,598,7.58,6.62,23.6,Low,916166,916690,48,0.3,48,0.08,1,3,Microzooplankton_Nauplii,Copepod nauplii,Arthropoda,Crustacea,Hexanauplia,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copepoda,Subclass,Copepod,nauplius,3,304.0957378,W,MA-Ag,26,After
10/15/2019,2019,10,10/15/2019 10:49,10:49:00,RCS,15.8,0.24,493,598,7.58,6.62,23.6,Low,916166,916690,48,0.3,48,0.08,1,1,Microzooplankton_Nauplii,Rotifers,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rotifera,Phylum,Rotifer,NA,356,36086.02755,W,MA-Ag,26,After
8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,64,Calanoids,Calanoid copepodids,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,Order,Calanoid,copepodid,2,16.39363854,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,43,Cladocera,Alona,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Alona,NA,Alona sp.,Genus,Alona sp.,NA,1,8.19681927,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,35,Cladocera,Bosmina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Bosminidae,Bosmina,longirostris,Bosmina longirostris,Species,Bosmina longirostris,NA,11,90.16501197,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,38,311.4791323,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,38,Cladocera,Chydorus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Chydorus,NA,Chydorus sp.,Genus,Chydorus sp.,NA,2,16.39363854,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,37,Cladocera,Daphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Daphnia,NA,Daphnia sp.,Genus,Daphnia,NA,28,229.5109396,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,70,573.7773489,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,102,Cladocera,Disparalona,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Disparalona,NA,Disparalona sp.,Genus,Disparalona sp.,NA,7,57.37773489,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,44,Cladocera,Ilyocryptus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Ilyocryptidae,Ilyocryptus,NA,Ilyocryptus sp.,Genus,Ilyocryptus sp.,NA,22,180.3300239,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,99,Cladocera,Moina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Moinidae,Moina,NA,Moina sp.,Genus,Moina sp.,NA,31,254.1013974,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,89,Cladocera,Pleuroxus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Pleuroxus,NA,Pleuroxus sp.,Genus,Pleuroxus sp.,NA,7,57.37773489,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,2,16.39363854,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,copepodid,18,147.5427469,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,131,Cyclopoids,Tropocyclops prasinus,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Tropocyclops,prasinus,Tropocyclops prasinus,Species,Tropocyclops prasinus,NA,5,40.98409635,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,9,110.6570601,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,1,Microzooplankton_Nauplii,Rotifers,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rotifera,Phylum,Rotifer,NA,360,4426.282406,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 12:50,12:50:00,RD22,25.5,0.21,773,765,8.04,6.38,42.2,Low,887594,888757,92,2.2,92,1.2,1,64,Calanoids,Calanoid copepodids,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,Order,Calanoid,copepodid,1,3.183131254,W,MA-Ag,26,Before
