"","X","Station.Code","Date","Time","Classification","Organism","Count","Subsample","VolMeso","SubMeso","VolMicro","SubMicro","StartMeter","EndMeter","FlowMeterSpeed","CPUE"
"2098",2098,"LIS","2019-09-03","11:18:00","Cladocera","Ilyocryptus",26,1,90,1.1,90,4,926687,928200,"Low",124.466752748048
"2102",2102,"LIS","2019-09-03","11:18:00","Cladocera","Moina",1,1,90,1.1,90,4,926687,928200,"Low",4.78718279800183
"2105",2105,"LIS","2019-09-03","11:18:00","Cladocera","Pleuroxus",11,1,90,1.1,90,4,926687,928200,"Low",52.6590107780201
"2109",2109,"LIS","2019-09-03","11:18:00","Cladocera","Simocephalus",1,1,90,1.1,90,4,926687,928200,"Low",4.78718279800183
"2127",2127,"LIS","2019-09-17","10:14:00","Microzooplankton_Nauplii","Rotifers",134,1,58,1,58,5.6,921030,921843,"Low",151.120483478574
"2128",2128,"LIS","2019-09-17","10:14:00","Microzooplankton_Nauplii","Copepod nauplii",119,1,58,1,58,5.6,921030,921843,"Low",134.20401144739
"2129",2129,"LIS","2019-09-17","10:14:00","Microzooplankton_Nauplii","Ostracods",53,1,58,1,58,5.6,921030,921843,"Low",59.7715345101823
"2133",2133,"LIS","2019-09-17","10:14:00","Cyclopoids","Cyclopoid copepodid",104,1,58,1,58,5.6,921030,921843,"Low",656.810220730758
"2143",2143,"LIS","2019-09-17","10:14:00","Cyclopoids","Microcyclops rubellus",5,1,58,1,58,5.6,921030,921843,"Low",31.5774144582095
"2152",2152,"LIS","2019-09-17","10:14:00","Calanoids","Arctodiaptomus dorsalis",1,1,58,1,58,5.6,921030,921843,"Low",6.3154828916419
"2153",2153,"LIS","2019-09-17","10:14:00","Calanoids","Calanoid copepodid",22,1,58,1,58,5.6,921030,921843,"Low",138.940623616122
"2156",2156,"LIS","2019-09-17","10:14:00","Calanoids","Ergasilus",1,1,58,1,58,5.6,921030,921843,"Low",6.3154828916419
"2162",2162,"LIS","2019-09-17","10:14:00","Calanoids","Pseudodiaptomus adult",3,1,58,1,58,5.6,921030,921843,"Low",18.9464486749257
"2168",2168,"LIS","2019-09-17","10:14:00","Cladocera","Alona",22,1,58,1,58,5.6,921030,921843,"Low",138.940623616122
"2170",2170,"LIS","2019-09-17","10:14:00","Cladocera","Bosmina",13,1,58,1,58,5.6,921030,921843,"Low",82.1012775913447
"2171",2171,"LIS","2019-09-17","10:14:00","Cladocera","Camptocercus",1,1,58,1,58,5.6,921030,921843,"Low",6.3154828916419
"2172",2172,"LIS","2019-09-17","10:14:00","Cladocera","Ceriodaphnia",26,1,58,1,58,5.6,921030,921843,"Low",164.202555182689
"2173",2173,"LIS","2019-09-17","10:14:00","Cladocera","Chydorus",3,1,58,1,58,5.6,921030,921843,"Low",18.9464486749257
"2175",2175,"LIS","2019-09-17","10:14:00","Cladocera","Diaphanosoma",4,1,58,1,58,5.6,921030,921843,"Low",25.2619315665676
"2179",2179,"LIS","2019-09-17","10:14:00","Cladocera","Ilyocryptus",5,1,58,1,58,5.6,921030,921843,"Low",31.5774144582095
"2180",2180,"LIS","2019-09-17","10:14:00","Cladocera","Kurzia",8,1,58,1,58,5.6,921030,921843,"Low",50.5238631331352
"2182",2182,"LIS","2019-09-17","10:14:00","Cladocera","Macrothrix",1,1,58,1,58,5.6,921030,921843,"Low",6.3154828916419
"2183",2183,"LIS","2019-09-17","10:14:00","Cladocera","Moina",11,1,58,1,58,5.6,921030,921843,"Low",69.4703118080609
"2187",2187,"LIS","2019-09-17","10:14:00","Cladocera","Pseudochydorus",3,1,58,1,58,5.6,921030,921843,"Low",18.9464486749257
"2190",2190,"LIS","2019-09-17","10:14:00","Cladocera","Simocephalus",1,1,58,1,58,5.6,921030,921843,"Low",6.3154828916419
"2208",2208,"LIS","2019-10-01","10:30:00","Microzooplankton_Nauplii","Rotifers",457,1,48,1,48,0.1,919547,919977,"Low",45160.4329567318
"2209",2209,"LIS","2019-10-01","10:30:00","Microzooplankton_Nauplii","Copepod nauplii",7,1,48,1,48,0.1,919547,919977,"Low",691.735296930247
"2214",2214,"LIS","2019-10-01","10:30:00","Cyclopoids","Cyclopoid copepodid",102,1,48,1,48,0.1,919547,919977,"Low",1007.9571469555
"2217",2217,"LIS","2019-10-01","10:30:00","Cyclopoids","Eucyclops",3,1,48,1,48,0.1,919547,919977,"Low",29.6457984398677
"2223",2223,"LIS","2019-10-01","10:30:00","Cyclopoids","Microcyclops rubellus",3,1,48,1,48,0.1,919547,919977,"Low",29.6457984398677
"2233",2233,"LIS","2019-10-01","10:30:00","Calanoids","Arcodiaptomus dorsalis",3,1,48,1,48,0.1,919547,919977,"Low",29.6457984398677
"2234",2234,"LIS","2019-10-01","10:30:00","Calanoids","Calanoid copepodid",31,1,48,1,48,0.1,919547,919977,"Low",306.339917211966
"2248",2248,"LIS","2019-10-01","10:30:00","Cladocera","Alona",8,1,48,1,48,0.1,919547,919977,"Low",79.0554625063139
"2251",2251,"LIS","2019-10-01","10:30:00","Cladocera","Bosmina",157,1,48,1,48,0.1,919547,919977,"Low",1551.46345168641
"2253",2253,"LIS","2019-10-01","10:30:00","Cladocera","Ceriodaphnia",16,1,48,1,48,0.1,919547,919977,"Low",158.110925012628
"2254",2254,"LIS","2019-10-01","10:30:00","Cladocera","Chydorus",1,1,48,1,48,0.1,919547,919977,"Low",9.88193281328924
"2255",2255,"LIS","2019-10-01","10:30:00","Cladocera","Daphnia",1,1,48,1,48,0.1,919547,919977,"Low",9.88193281328924
"2256",2256,"LIS","2019-10-01","10:30:00","Cladocera","Diaphanosoma",2,1,48,1,48,0.1,919547,919977,"Low",19.7638656265785
"2260",2260,"LIS","2019-10-01","10:30:00","Cladocera","Ilyocryptus",4,1,48,1,48,0.1,919547,919977,"Low",39.5277312531569
"2264",2264,"LIS","2019-10-01","10:30:00","Cladocera","Moina",3,1,48,1,48,0.1,919547,919977,"Low",29.6457984398677
"2272",2272,"LIS","2019-10-01","10:30:00","Harpacticoids","Harpacticoids",1,1,48,1,48,0.1,919547,919977,"Low",9.88193281328924
"2289",2289,"LIS","2019-10-15","12:47:00","Microzooplankton_Nauplii","Rotifers",28,1,75,0.3,75,1,918469,920000,"Low",121.426427857612
"2290",2290,"LIS","2019-10-15","12:47:00","Microzooplankton_Nauplii","Copepod nauplii",271,1,75,0.3,75,1,918469,920000,"Low",1175.23435533617
"2291",2291,"LIS","2019-10-15","12:47:00","Microzooplankton_Nauplii","Ostracods",4,1,75,0.3,75,1,918469,920000,"Low",17.3466325510874
"2295",2295,"LIS","2019-10-15","12:47:00","Cyclopoids","Cyclopoid copepodid",9,1,75,0.3,75,1,918469,920000,"Low",130.099744133156
"2310",2310,"LIS","2019-10-15","12:47:00","Cyclopoids","Paracyclops fimbriatus",1,1,75,0.3,75,1,918469,920000,"Low",14.4555271259062
"2315",2315,"LIS","2019-10-15","12:47:00","Calanoids","Calanoid copepodid",196,1,75,0.3,75,1,918469,920000,"Low",2833.28331667761
"2322",2322,"LIS","2019-10-15","12:47:00","Calanoids","Pseudodiaptomus forbesi adult",1,1,75,0.3,75,1,918469,920000,"Low",14.4555271259062
"2329",2329,"LIS","2019-10-15","12:47:00","Cladocera","Alona",2,1,75,0.3,75,1,918469,920000,"Low",28.9110542518123
"2332",2332,"LIS","2019-10-15","12:47:00","Cladocera","Bosmina",2,1,75,0.3,75,1,918469,920000,"Low",28.9110542518123
"2337",2337,"LIS","2019-10-15","12:47:00","Cladocera","Diaphanosoma",1,1,75,0.3,75,1,918469,920000,"Low",14.4555271259062
"2341",2341,"LIS","2019-10-15","12:47:00","Cladocera","Ilyocryptus",4,1,75,0.3,75,1,918469,920000,"Low",57.8221085036247
"2344",2344,"LIS","2019-10-15","12:47:00","Cladocera","Macrothrix",1,1,75,0.3,75,1,918469,920000,"Low",14.4555271259062
"2370",2370,"RCS-DUP","2019-09-17","11:20:00","Microzooplankton_Nauplii","Rotifers",212,1,63,0.6,63,8,920254,922000,"Low",84.6469470416684
"2371",2371,"RCS-DUP","2019-09-17","11:20:00","Microzooplankton_Nauplii","Copepod nauplii",21,1,63,0.6,63,8,920254,922000,"Low",8.38483909375017
"2372",2372,"RCS-DUP","2019-09-17","11:20:00","Microzooplankton_Nauplii","Ostracods",37,1,63,0.6,63,8,920254,922000,"Low",14.7732879270836
"2373",2373,"RCS-DUP","2019-09-17","11:20:00","Cyclopoids","Acanthocyclops vernalis adult",5,1,63,0.6,63,8,920254,922000,"Low",26.6185368055561
"2376",2376,"RCS-DUP","2019-09-17","11:20:00","Cyclopoids","Cyclopoid copepodid",56,1,63,0.6,63,8,920254,922000,"Low",298.127612222228
"2379",2379,"RCS-DUP","2019-09-17","11:20:00","Cyclopoids","Eucyclops",1,1,63,0.6,63,8,920254,922000,"Low",5.32370736111122
"2385",2385,"RCS-DUP","2019-09-17","11:20:00","Cyclopoids","Mesocyclops edax",4,1,63,0.6,63,8,920254,922000,"Low",21.2948294444449
"2386",2386,"RCS-DUP","2019-09-17","11:20:00","Cyclopoids","Microcyclops rubellus",1,1,63,0.6,63,8,920254,922000,"Low",5.32370736111122
"2411",2411,"RCS-DUP","2019-09-17","11:20:00","Cladocera","Alona",1,1,63,0.6,63,8,920254,922000,"Low",5.32370736111122
"2413",2413,"RCS-DUP","2019-09-17","11:20:00","Cladocera","Bosmina",5,1,63,0.6,63,8,920254,922000,"Low",26.6185368055561
"2415",2415,"RCS-DUP","2019-09-17","11:20:00","Cladocera","Ceriodaphnia",111,1,63,0.6,63,8,920254,922000,"Low",590.931517083345
"2416",2416,"RCS-DUP","2019-09-17","11:20:00","Cladocera","Chydorus",7,1,63,0.6,63,8,920254,922000,"Low",37.2659515277785
"2418",2418,"RCS-DUP","2019-09-17","11:20:00","Cladocera","Diaphanosoma",4,1,63,0.6,63,8,920254,922000,"Low",21.2948294444449
"2422",2422,"RCS-DUP","2019-09-17","11:20:00","Cladocera","Ilyocryptus",2,1,63,0.6,63,8,920254,922000,"Low",10.6474147222224
"2423",2423,"RCS-DUP","2019-09-17","11:20:00","Cladocera","Kurzia",6,1,63,0.6,63,8,920254,922000,"Low",31.9422441666673
"2426",2426,"RCS-DUP","2019-09-17","11:20:00","Cladocera","Moina",1,1,63,0.6,63,8,920254,922000,"Low",5.32370736111122
"2451",2451,"RCS","2019-08-06","11:57:00","Microzooplankton_Nauplii","Rotifers",405,1,58,5,58,9,934462,935251,"Low",292.841497580125
"2452",2452,"RCS","2019-08-06","11:57:00","Microzooplankton_Nauplii","Copepod nauplii",2,1,58,5,58,9,934462,935251,"Low",1.44613085224753
"2453",2453,"RCS","2019-08-06","11:57:00","Microzooplankton_Nauplii","Ostracods",28,1,58,5,58,9,934462,935251,"Low",20.2458319314655
"2455",2455,"RCS","2019-08-06","11:57:00","Cyclopoids","Acanthocyclops vernalis adult",1,1,58,5,58,9,934462,935251,"Low",1.30151776702278
"2458",2458,"RCS","2019-08-06","11:57:00","Cyclopoids","Cyclopoid copepodid",29,1,58,5,58,9,934462,935251,"Low",37.7440152436606
"2461",2461,"RCS","2019-08-06","11:57:00","Cyclopoids","Eucyclops",1,1,58,5,58,9,934462,935251,"Low",1.30151776702278
"2467",2467,"RCS","2019-08-06","11:57:00","Cyclopoids","Microcyclops rubellus",2,1,58,5,58,9,934462,935251,"Low",2.60303553404556
"2478",2478,"RCS","2019-08-06","11:57:00","Calanoids","Calanoid copepodid",34,1,58,5,58,9,934462,935251,"Low",44.2516040787745
"2492",2492,"RCS","2019-08-06","11:57:00","Cladocera","Alona",25,1,58,5,58,9,934462,935251,"Low",32.5379441755695
"2495",2495,"RCS","2019-08-06","11:57:00","Cladocera","Bosmina",32,1,58,5,58,9,934462,935251,"Low",41.6485685447289
"2497",2497,"RCS","2019-08-06","11:57:00","Cladocera","Ceriodaphnia",22,1,58,5,58,9,934462,935251,"Low",28.6333908745011
"2498",2498,"RCS","2019-08-06","11:57:00","Cladocera","Chydorus",24,1,58,5,58,9,934462,935251,"Low",31.2364264085467
"2500",2500,"RCS","2019-08-06","11:57:00","Cladocera","Diaphanosoma",36,1,58,5,58,9,934462,935251,"Low",46.8546396128201
"2501",2501,"RCS","2019-08-06","11:57:00","Cladocera","Disparalona",2,1,58,5,58,9,934462,935251,"Low",2.60303553404556
"2504",2504,"RCS","2019-08-06","11:57:00","Cladocera","Ilyocryptus",5,1,58,5,58,9,934462,935251,"Low",6.5075888351139
"2505",2505,"RCS","2019-08-06","11:57:00","Cladocera","Kurzia",3,1,58,5,58,9,934462,935251,"Low",3.90455330106834
"2508",2508,"RCS","2019-08-06","11:57:00","Cladocera","Moina",16,1,58,5,58,9,934462,935251,"Low",20.8242842723645
"2510",2510,"RCS","2019-08-06","11:57:00","Cladocera","Picripleuroxus",2,1,58,5,58,9,934462,935251,"Low",2.60303553404556
"2515",2515,"RCS","2019-08-06","11:57:00","Cladocera","Simocephalus",7,1,58,5,58,9,934462,935251,"Low",9.11062436915945
"2533",2533,"RCS","2019-08-20","11:14:00","Microzooplankton_Nauplii","Rotifers",106,1,28,7,28,15,888836,889700,"Low",20.2734663284984
"2534",2534,"RCS","2019-08-20","11:14:00","Microzooplankton_Nauplii","Copepod nauplii",1,1,28,7,28,15,888836,889700,"Low",0.191259116306588
"2535",2535,"RCS","2019-08-20","11:14:00","Microzooplankton_Nauplii","Ostracods",35,1,28,7,28,15,888836,889700,"Low",6.69406907073059
"2540",2540,"RCS","2019-08-20","11:14:00","Cyclopoids","Cyclopoid copepodid",29,1,28,7,28,15,888836,889700,"Low",11.8853879419094
"2549",2549,"RCS","2019-08-20","11:14:00","Cyclopoids","Microcyclops rubellus",3,1,28,7,28,15,888836,889700,"Low",1.22952289054235
"2560",2560,"RCS","2019-08-20","11:14:00","Calanoids","Arcotdiaptomus dorsalis",1,1,28,7,28,15,888836,889700,"Low",0.409840963514118
"2561",2561,"RCS","2019-08-20","11:14:00","Calanoids","Calanoid copepodid",16,1,28,7,28,15,888836,889700,"Low",6.55745541622588
"2575",2575,"RCS","2019-08-20","11:14:00","Cladocera","Alona",7,1,28,7,28,15,888836,889700,"Low",2.86888674459882
"2578",2578,"RCS","2019-08-20","11:14:00","Cladocera","Bosmina",65,1,28,7,28,15,888836,889700,"Low",26.6396626284176
"2579",2579,"RCS","2019-08-20","11:14:00","Cladocera","Camptocercus",1,1,28,7,28,15,888836,889700,"Low",0.409840963514118
"2580",2580,"RCS","2019-08-20","11:14:00","Cladocera","Ceriodaphnia",66,1,28,7,28,15,888836,889700,"Low",27.0495035919318
"2581",2581,"RCS","2019-08-20","11:14:00","Cladocera","Chydorus",12,1,28,7,28,15,888836,889700,"Low",4.91809156216941
"2583",2583,"RCS","2019-08-20","11:14:00","Cladocera","Diaphanosoma",19,1,28,7,28,15,888836,889700,"Low",7.78697830676823
"2587",2587,"RCS","2019-08-20","11:14:00","Cladocera","Ilyocryptus",8,1,28,7,28,15,888836,889700,"Low",3.27872770811294
"2588",2588,"RCS","2019-08-20","11:14:00","Cladocera","Kurzia",8,1,28,7,28,15,888836,889700,"Low",3.27872770811294
"2594",2594,"RCS","2019-08-20","11:14:00","Cladocera","Pleuroxus",11,1,28,7,28,15,888836,889700,"Low",4.50825059865529
"2616",2616,"RCS","2019-09-03","10:20:00","Microzooplankton_Nauplii","Rotifers",52,1,95,1.8,95,2.4,927655,929000,"Low",135.47605381292
"2617",2617,"RCS","2019-09-03","10:20:00","Microzooplankton_Nauplii","Copepod nauplii",2,1,95,1.8,95,2.4,927655,929000,"Low",5.21061745434306
"2618",2618,"RCS","2019-09-03","10:20:00","Microzooplankton_Nauplii","Ostracods",14,1,95,1.8,95,2.4,927655,929000,"Low",36.4743221804014
"2620",2620,"RCS","2019-09-03","10:20:00","Cyclopoids","Acanthocyclops vernalis adult",5,1,95,1.8,95,2.4,927655,929000,"Low",17.3687248478102
"2623",2623,"RCS","2019-09-03","10:20:00","Cyclopoids","Cyclopoid copepodid",41,1,95,1.8,95,2.4,927655,929000,"Low",142.423543752044
"2626",2626,"RCS","2019-09-03","10:20:00","Cyclopoids","Eucyclops pectinifer",1,1,95,1.8,95,2.4,927655,929000,"Low",3.47374496956204
"2631",2631,"RCS","2019-09-03","10:20:00","Cyclopoids","Macrocyclops albidus",3,1,95,1.8,95,2.4,927655,929000,"Low",10.4212349086861
"2633",2633,"RCS","2019-09-03","10:20:00","Cyclopoids","Microcyclops rubellus",9,1,95,1.8,95,2.4,927655,929000,"Low",31.2637047260583
"2639",2639,"RCS","2019-09-03","10:20:00","Cyclopoids","Paracyclops chiltoni",2,1,95,1.8,95,2.4,927655,929000,"Low",6.94748993912408
"2644",2644,"RCS","2019-09-03","10:20:00","Calanoids","Calanoid copepodid",2,1,95,1.8,95,2.4,927655,929000,"Low",6.94748993912408
"2658",2658,"RCS","2019-09-03","10:20:00","Cladocera","Alona",15,1,95,1.8,95,2.4,927655,929000,"Low",52.1061745434306
"2659",2659,"RCS","2019-09-03","10:20:00","Cladocera","Alonella",2,1,95,1.8,95,2.4,927655,929000,"Low",6.94748993912408
"2661",2661,"RCS","2019-09-03","10:20:00","Cladocera","Bosmina",5,1,95,1.8,95,2.4,927655,929000,"Low",17.3687248478102
"2662",2662,"RCS","2019-09-03","10:20:00","Cladocera","Camptocercus",5,1,95,1.8,95,2.4,927655,929000,"Low",17.3687248478102
"2663",2663,"RCS","2019-09-03","10:20:00","Cladocera","Ceriodaphnia",76,1,95,1.8,95,2.4,927655,929000,"Low",264.004617686715
"2664",2664,"RCS","2019-09-03","10:20:00","Cladocera","Chydorus",6,1,95,1.8,95,2.4,927655,929000,"Low",20.8424698173722
"2666",2666,"RCS","2019-09-03","10:20:00","Cladocera","Diaphanosoma",5,1,95,1.8,95,2.4,927655,929000,"Low",17.3687248478102
"2670",2670,"RCS","2019-09-03","10:20:00","Cladocera","Ilyocryptus",16,1,95,1.8,95,2.4,927655,929000,"Low",55.5799195129926
"2671",2671,"RCS","2019-09-03","10:20:00","Cladocera","Kurzia",3,1,95,1.8,95,2.4,927655,929000,"Low",10.4212349086861
"2674",2674,"RCS","2019-09-03","10:20:00","Cladocera","Moina",28,1,95,1.8,95,2.4,927655,929000,"Low",97.2648591477371
"2677",2677,"RCS","2019-09-03","10:20:00","Cladocera","Pleuroxus",5,1,95,1.8,95,2.4,927655,929000,"Low",17.3687248478102
"2699",2699,"RCS","2019-09-17","10:58:00","Microzooplankton_Nauplii","Rotifers",77,1,61,0.4,61,2.8,922019,924000,"Low",74.9630362037887
"2700",2700,"RCS","2019-09-17","10:58:00","Microzooplankton_Nauplii","Copepod nauplii",6,1,61,0.4,61,2.8,922019,924000,"Low",5.84127554834717
"2701",2701,"RCS","2019-09-17","10:58:00","Microzooplankton_Nauplii","Ostracods",22,1,61,0.4,61,2.8,922019,924000,"Low",21.4180103439396
"2702",2702,"RCS","2019-09-17","10:58:00","Cyclopoids","Acanthocyclops vernalis adult",2,1,61,0.4,61,2.8,922019,924000,"Low",13.6296429461434
"2705",2705,"RCS","2019-09-17","10:58:00","Cyclopoids","Cyclopoid copepodid",48,1,61,0.4,61,2.8,922019,924000,"Low",327.111430707442
"2708",2708,"RCS","2019-09-17","10:58:00","Cyclopoids","Eucyclops pectinifer",2,1,61,0.4,61,2.8,922019,924000,"Low",13.6296429461434
"2715",2715,"RCS","2019-09-17","10:58:00","Cyclopoids","Microcyclops rubellus",1,1,61,0.4,61,2.8,922019,924000,"Low",6.8148214730717
"2725",2725,"RCS","2019-09-17","10:58:00","Calanoids","Calanoid copepodid",1,1,61,0.4,61,2.8,922019,924000,"Low",6.8148214730717
"2740",2740,"RCS","2019-09-17","10:58:00","Cladocera","Alona",6,1,61,0.4,61,2.8,922019,924000,"Low",40.8889288384302
"2742",2742,"RCS","2019-09-17","10:58:00","Cladocera","Bosmina",1,1,61,0.4,61,2.8,922019,924000,"Low",6.8148214730717
"2743",2743,"RCS","2019-09-17","10:58:00","Cladocera","Camptocercus",1,1,61,0.4,61,2.8,922019,924000,"Low",6.8148214730717
"2744",2744,"RCS","2019-09-17","10:58:00","Cladocera","Ceriodaphnia",133,1,61,0.4,61,2.8,922019,924000,"Low",906.371255918536
"2745",2745,"RCS","2019-09-17","10:58:00","Cladocera","Chydorus",3,1,61,0.4,61,2.8,922019,924000,"Low",20.4444644192151
"2747",2747,"RCS","2019-09-17","10:58:00","Cladocera","Diaphanosoma",2,1,61,0.4,61,2.8,922019,924000,"Low",13.6296429461434
"2748",2748,"RCS","2019-09-17","10:58:00","Cladocera","Disparalona",1,1,61,0.4,61,2.8,922019,924000,"Low",6.8148214730717
"2751",2751,"RCS","2019-09-17","10:58:00","Cladocera","Ilyocryptus",3,1,61,0.4,61,2.8,922019,924000,"Low",20.4444644192151
"2752",2752,"RCS","2019-09-17","10:58:00","Cladocera","Kurzia",8,1,61,0.4,61,2.8,922019,924000,"Low",54.5185717845736
"2754",2754,"RCS","2019-09-17","10:58:00","Cladocera","Macrothrix",1,1,61,0.4,61,2.8,922019,924000,"Low",6.8148214730717
"2762",2762,"RCS","2019-09-17","10:58:00","Cladocera","Simocephalus",1,1,61,0.4,61,2.8,922019,924000,"Low",6.8148214730717
"2780",2780,"RCS","2019-10-01","10:32:00","Microzooplankton_Nauplii","Rotifers",4,1,53,8,53,11,917791,918055,"Low",6.46261618499947
"2782",2782,"RCS","2019-10-01","10:32:00","Microzooplankton_Nauplii","Ostracods",10,1,53,8,53,11,917791,918055,"Low",16.1565404624987
"2786",2786,"RCS","2019-10-01","10:32:00","Cyclopoids","Cyclopoid copepodid",145,1,53,8,53,11,917791,918055,"Low",322.121025471068
"2794",2794,"RCS","2019-10-01","10:32:00","Cyclopoids","Mesocyclops edax",4,1,53,8,53,11,917791,918055,"Low",8.88609725437428
"2795",2795,"RCS","2019-10-01","10:32:00","Cyclopoids","Microcyclops rubellus",5,1,53,8,53,11,917791,918055,"Low",11.1076215679678
"2801",2801,"RCS","2019-10-01","10:32:00","Cyclopoids","Paracyclops fimbriatus",3,1,53,8,53,11,917791,918055,"Low",6.66457294078071
"2806",2806,"RCS","2019-10-01","10:32:00","Calanoids","Calanoid copepodid",7,1,53,8,53,11,917791,918055,"Low",15.550670195155
"2820",2820,"RCS","2019-10-01","10:32:00","Cladocera","Alona",4,1,53,8,53,11,917791,918055,"Low",8.88609725437428
"2823",2823,"RCS","2019-10-01","10:32:00","Cladocera","Bosmina",1,1,53,8,53,11,917791,918055,"Low",2.22152431359357
"2825",2825,"RCS","2019-10-01","10:32:00","Cladocera","Ceriodaphnia",23,1,53,8,53,11,917791,918055,"Low",51.0950592126521
"2826",2826,"RCS","2019-10-01","10:32:00","Cladocera","Chydorus",2,1,53,8,53,11,917791,918055,"Low",4.44304862718714
"2832",2832,"RCS","2019-10-01","10:32:00","Cladocera","Ilyocryptus",3,1,53,8,53,11,917791,918055,"Low",6.66457294078071
"2836",2836,"RCS","2019-10-01","10:32:00","Cladocera","Moina",10,1,53,8,53,11,917791,918055,"Low",22.2152431359357
"2861",2861,"RCS","2019-10-15","10:49:00","Microzooplankton_Nauplii","Rotifers",356,1,48,0.3,48,0.08,916166,916690,"Low",36086.027553872
"2862",2862,"RCS","2019-10-15","10:49:00","Microzooplankton_Nauplii","Copepod nauplii",3,1,48,0.3,48,0.08,916166,916690,"Low",304.095737813528
"2864",2864,"RCS","2019-10-15","10:49:00","Cyclopoids","Acanthocyclops vernalis adult",3,1,48,0.3,48,0.08,916166,916690,"Low",81.0921967502743
"2867",2867,"RCS","2019-10-15","10:49:00","Cyclopoids","Cyclopoid copepodid",126,1,48,0.3,48,0.08,916166,916690,"Low",3405.87226351152
"2870",2870,"RCS","2019-10-15","10:49:00","Cyclopoids","Eucyclops elegans",4,1,48,0.3,48,0.08,916166,916690,"Low",108.122929000366
"2871",2871,"RCS","2019-10-15","10:49:00","Cyclopoids","Eucyclops sp.",1,1,48,0.3,48,0.08,916166,916690,"Low",27.0307322500914
"2888",2888,"RCS","2019-10-15","10:49:00","Calanoids","Calanoid copepodid",3,1,48,0.3,48,0.08,916166,916690,"Low",81.0921967502743
"2905",2905,"RCS","2019-10-15","10:49:00","Cladocera","Bosmina",36,1,48,0.3,48,0.08,916166,916690,"Low",973.106361003291
"2907",2907,"RCS","2019-10-15","10:49:00","Cladocera","Ceriodaphnia",5,1,48,0.3,48,0.08,916166,916690,"Low",135.153661250457
"2908",2908,"RCS","2019-10-15","10:49:00","Cladocera","Chydorus",80,1,48,0.3,48,0.08,916166,916690,"Low",2162.45858000731
"2910",2910,"RCS","2019-10-15","10:49:00","Cladocera","Diaphanosoma",3,1,48,0.3,48,0.08,916166,916690,"Low",81.0921967502743
"2911",2911,"RCS","2019-10-15","10:49:00","Cladocera","Disparalona",1,1,48,0.3,48,0.08,916166,916690,"Low",27.0307322500914
"2914",2914,"RCS","2019-10-15","10:49:00","Cladocera","Ilyocryptus",1,1,48,0.3,48,0.08,916166,916690,"Low",27.0307322500914
"2918",2918,"RCS","2019-10-15","10:49:00","Cladocera","Moina",13,1,48,0.3,48,0.08,916166,916690,"Low",351.399519251188
"2943",2943,"RD22-DUP","2019-08-06","14:10:00","Microzooplankton_Nauplii","Rotifers",322,1,54,0.3,54,0.6,932727,934000,"Low",2015.2971582797
"2944",2944,"RD22-DUP","2019-08-06","14:10:00","Microzooplankton_Nauplii","Copepod nauplii",1,1,54,0.3,54,0.6,932727,934000,"Low",6.25868682695558
"2945",2945,"RD22-DUP","2019-08-06","14:10:00","Microzooplankton_Nauplii","Ostracods",7,1,54,0.3,54,0.6,932727,934000,"Low",43.810807788689
"2950",2950,"RD22-DUP","2019-08-06","14:10:00","Cyclopoids","Cyclopoid copepodid",14,1,54,0.3,54,0.6,932727,934000,"Low",175.243231154756
"2966",2966,"RD22-DUP","2019-08-06","14:10:00","Cyclopoids","Tropocyclops prasinus",6,1,54,0.3,54,0.6,932727,934000,"Low",75.1042419234669
"2971",2971,"RD22-DUP","2019-08-06","14:10:00","Calanoids","Calanoid copepodid",3,1,54,0.3,54,0.6,932727,934000,"Low",37.5521209617335
"2988",2988,"RD22-DUP","2019-08-06","14:10:00","Cladocera","Bosmina",13,1,54,0.3,54,0.6,932727,934000,"Low",162.725857500845
"2990",2990,"RD22-DUP","2019-08-06","14:10:00","Cladocera","Ceriodaphnia",23,1,54,0.3,54,0.6,932727,934000,"Low",287.899594039956
"2992",2992,"RD22-DUP","2019-08-06","14:10:00","Cladocera","Daphnia",39,1,54,0.3,54,0.6,932727,934000,"Low",488.177572502535
"2993",2993,"RD22-DUP","2019-08-06","14:10:00","Cladocera","Diaphanosoma",80,1,54,0.3,54,0.6,932727,934000,"Low",1001.38989231289
"2994",2994,"RD22-DUP","2019-08-06","14:10:00","Cladocera","Disparalona",2,1,54,0.3,54,0.6,932727,934000,"Low",25.0347473078223
"2997",2997,"RD22-DUP","2019-08-06","14:10:00","Cladocera","Ilyocryptus",8,1,54,0.3,54,0.6,932727,934000,"Low",100.138989231289
"3001",3001,"RD22-DUP","2019-08-06","14:10:00","Cladocera","Moina",25,1,54,0.3,54,0.6,932727,934000,"Low",312.934341347779
"3026",3026,"RD22","2019-08-06","13:50:00","Microzooplankton_Nauplii","Rotifers",360,1,45,1.5,45,1,934120,934444,"Low",4426.28240595247
"3028",3028,"RD22","2019-08-06","13:50:00","Microzooplankton_Nauplii","Ostracods",9,1,45,1.5,45,1,934120,934444,"Low",110.657060148812
"3030",3030,"RD22","2019-08-06","13:50:00","Cyclopoids","Acanthocyclops vernalis adult",2,1,45,1.5,45,1,934120,934444,"Low",16.3936385405647
"3033",3033,"RD22","2019-08-06","13:50:00","Cyclopoids","Cyclopoid copepodid",18,1,45,1.5,45,1,934120,934444,"Low",147.542746865082
